gameDate;teamName;scorer;goalMinute;ownGoal;penalty;homeTeamName;awayTeamName
1998-02-15;Mexico;Luis Hernandez;43;0;0;United States;Mexico
1998-02-16;DR Congo;Bijou Kisombe Mundaba;77;0;0;Ghana;DR Congo
1998-02-16;Ivory Coast;Tchiressoua Guel;8;0;0;Ivory Coast;Angola
1998-02-16;Ivory Coast;Tchiressoua Guel;23;0;0;Ivory Coast;Angola
1998-02-16;Angola;Paulo Jorge Da Silva;27;0;0;Ivory Coast;Angola
1998-02-16;Ivory Coast;Joël Tiehi;43;0;0;Ivory Coast;Angola
1998-02-16;Angola;Quinzinho;52;0;0;Ivory Coast;Angola
1998-02-16;Ivory Coast;Ibrahima Bakayoko;56;0;0;Ivory Coast;Angola
1998-02-16;Ivory Coast;Joël Tiehi;81;0;1;Ivory Coast;Angola
1998-02-16;South Africa;Benni McCarthy;8;0;0;South Africa;Namibia
1998-02-16;South Africa;Benni McCarthy;11;0;0;South Africa;Namibia
1998-02-16;South Africa;Benni McCarthy;19;0;0;South Africa;Namibia
1998-02-16;South Africa;Benni McCarthy;21;0;0;South Africa;Namibia
1998-02-16;Namibia;Simon Uutoni;68;0;0;South Africa;Namibia
1998-02-16;Togo;Komlan Assignon;4;0;1;Tunisia;Togo
1998-02-16;Tunisia;Ziad Tlemcani;9;0;0;Tunisia;Togo
1998-02-16;Tunisia;Mehdi Ben Slimane;12;0;0;Tunisia;Togo
1998-02-16;Tunisia;Hassen Gabsi;80;0;0;Tunisia;Togo
1998-02-17;Morocco;Mustapha Hadji;90;0;0;Egypt;Morocco
1998-02-17;Zambia;Rotson Kilambe;16;0;0;Zambia;Mozambique
1998-02-17;Zambia;Kalusha Bwalya;43;0;0;Zambia;Mozambique
1998-02-17;Mozambique;Avelino Salvador Maluana;57;0;0;Zambia;Mozambique
1998-02-17;Zambia;Masauso Tembo;73;0;0;Zambia;Mozambique
1998-02-20;DR Congo;Jerry Tondelua;30;0;0;Cameroon;DR Congo
1998-02-21;Burkina Faso;Kassoum Ouedraogo;45;0;1;Burkina Faso;Tunisia
1998-02-21;Tunisia;Hassen Gabsi;89;0;0;Burkina Faso;Tunisia
1998-02-22;South Africa;Benni McCarthy;22;0;0;Morocco;South Africa
1998-02-22;Morocco;Said Chiba;36;0;0;Morocco;South Africa
1998-02-22;South Africa;David Nyathi;79;0;0;Morocco;South Africa
1998-02-25;Egypt;Hossam Hassan;40;0;0;Burkina Faso;Egypt
1998-02-25;Egypt;Hossam Hassan;71;0;0;Burkina Faso;Egypt
1998-02-25;DR Congo;Eddy Bembuana-Keve;48;0;0;DR Congo;South Africa
1998-02-25;South Africa;Benni McCarthy;60;0;0;DR Congo;South Africa
1998-02-25;South Africa;Benni McCarthy;112;0;0;DR Congo;South Africa
1998-02-27;Burkina Faso;Alassane Ouedraogo;6;0;0;Burkina Faso;DR Congo
1998-02-27;Burkina Faso;Oumar Barro;52;0;0;Burkina Faso;DR Congo
1998-02-27;Burkina Faso;Sidi Napon;56;0;0;Burkina Faso;DR Congo
1998-02-27;DR Congo;Lokenge Mungongo;76;0;0;Burkina Faso;DR Congo
1998-02-27;Burkina Faso;Ibrahima Talle;86;0;0;Burkina Faso;DR Congo
1998-02-27;DR Congo;Jean-Kasongo Banza;88;0;0;Burkina Faso;DR Congo
1998-02-27;DR Congo;Jerry Tondelua;89;0;0;Burkina Faso;DR Congo
1998-02-27;DR Congo;Lokenge Mungongo;90;0;0;Burkina Faso;DR Congo
1998-02-28;Egypt;Ahmed Hassan;5;0;0;South Africa;Egypt
1998-02-28;Egypt;Tarek Mostafa;13;0;0;South Africa;Egypt
1998-06-04;Estonia;Kristen Viikmae;12;0;0;Estonia;Faroe Islands
1998-06-04;Estonia;Martin Reim;40;0;1;Estonia;Faroe Islands
1998-06-04;Estonia;Sergei Terehhov;75;0;0;Estonia;Faroe Islands
1998-06-04;Estonia;Andres Oper;86;0;0;Estonia;Faroe Islands
1998-06-04;Estonia;Urmas Kirs;90;0;0;Estonia;Faroe Islands
1998-06-10;Brazil;Cesar Sampaio;5;0;0;Brazil;Scotland
1998-06-10;Scotland;John Collins;38;0;1;Brazil;Scotland
1998-06-10;Brazil;Tom Boyd;74;1;0;Brazil;Scotland
1998-06-10;Morocco;Mustapha Hadji;37;0;0;Morocco;Norway
1998-06-10;Norway;Youssef Chippo;45;1;0;Morocco;Norway
1998-06-10;Morocco;Abdeljalil Hadda;60;0;0;Morocco;Norway
1998-06-10;Norway;Dan Eggen;61;0;0;Morocco;Norway
1998-06-11;Cameroon;Pierre Njanka;77;0;0;Cameroon;Austria
1998-06-11;Austria;Toni Polster;90;0;0;Cameroon;Austria
1998-06-11;Italy;Christian Vieri;10;0;0;Italy;Chile
1998-06-11;Chile;Marcelo Salas;45;0;0;Italy;Chile
1998-06-11;Chile;Marcelo Salas;50;0;0;Italy;Chile
1998-06-11;Italy;Roberto Baggio;84;0;1;Italy;Chile
1998-06-12;France;Christophe Dugarry;36;0;0;France;South Africa
1998-06-12;France;Pierre Issa;77;1;0;France;South Africa
1998-06-12;France;Thierry Henry;90;0;0;France;South Africa
1998-06-12;Denmark;Marc Rieper;69;0;0;Saudi Arabia;Denmark
1998-06-13;South Korea;Ha Seok-ju;27;0;0;South Korea;Mexico
1998-06-13;Mexico;Ricardo Pelaez;50;0;0;South Korea;Mexico
1998-06-13;Mexico;Luis Hernandez;75;0;0;South Korea;Mexico
1998-06-13;Mexico;Luis Hernandez;84;0;0;South Korea;Mexico
1998-06-13;Spain;Fernando Hierro;21;0;0;Spain;Nigeria
1998-06-13;Nigeria;Mutiu Adepoju;24;0;0;Spain;Nigeria
1998-06-13;Spain;Raul;47;0;0;Spain;Nigeria
1998-06-13;Nigeria;Andoni Zubizarreta;73;1;0;Spain;Nigeria
1998-06-13;Nigeria;Sunday Oliseh;78;0;0;Spain;Nigeria
1998-06-14;Argentina;Gabriel Batistuta;28;0;0;Argentina;Japan
1998-06-14;Croatia;Mario Stanic;27;0;0;Jamaica;Croatia
1998-06-14;Jamaica;Robbie Earle;45;0;0;Jamaica;Croatia
1998-06-14;Croatia;Robert Prosinecki;53;0;0;Jamaica;Croatia
1998-06-14;Croatia;Davor Suker;69;0;0;Jamaica;Croatia
1998-06-14;Serbia;Sinisa Mihajlovic;73;0;0;Serbia;Iran
1998-06-15;England;Alan Shearer;42;0;0;England;Tunisia
1998-06-15;England;Paul Scholes;89;0;0;England;Tunisia
1998-06-15;Germany;Andreas Moller;9;0;0;Germany;United States
1998-06-15;Germany;Jurgen Klinsmann;65;0;0;Germany;United States
1998-06-15;Romania;Adrian Ilie;45;0;0;Romania;Colombia
1998-06-16;Brazil;Ronaldo;9;0;0;Brazil;Morocco
1998-06-16;Brazil;Rivaldo;45;0;0;Brazil;Morocco
1998-06-16;Brazil;Bebeto;50;0;0;Brazil;Morocco
1998-06-16;Norway;Håvard Flo;46;0;0;Scotland;Norway
1998-06-16;Scotland;Craig Burley;66;0;0;Scotland;Norway
1998-06-17;Chile;Marcelo Salas;70;0;0;Chile;Austria
1998-06-17;Austria;Ivica Vastic;90;0;0;Chile;Austria
1998-06-17;Italy;Luigi Di Biagio;7;0;0;Italy;Cameroon
1998-06-17;Italy;Christian Vieri;75;0;0;Italy;Cameroon
1998-06-17;Italy;Christian Vieri;89;0;0;Italy;Cameroon
1998-06-18;France;Thierry Henry;37;0;0;France;Saudi Arabia
1998-06-18;France;David Trezeguet;68;0;0;France;Saudi Arabia
1998-06-18;France;Thierry Henry;78;0;0;France;Saudi Arabia
1998-06-18;France;Bixente Lizarazu;85;0;0;France;Saudi Arabia
1998-06-18;Denmark;Allan Nielsen;12;0;0;South Africa;Denmark
1998-06-18;South Africa;Benni McCarthy;51;0;0;South Africa;Denmark
1998-06-19;Nigeria;Victor Ikpeba;28;0;0;Nigeria;Bulgaria
1998-06-20;Belgium;Marc Wilmots;42;0;0;Belgium;Mexico
1998-06-20;Belgium;Marc Wilmots;47;0;0;Belgium;Mexico
1998-06-20;Mexico;Alberto Garcia Aspe;55;0;1;Belgium;Mexico
1998-06-20;Mexico;Cuauhtemoc Blanco;62;0;0;Belgium;Mexico
1998-06-20;Croatia;Davor Suker;77;0;0;Japan;Croatia
1998-06-20;Netherlands;Phillip Cocu;37;0;0;Netherlands;South Korea
1998-06-20;Netherlands;Marc Overmars;41;0;0;Netherlands;South Korea
1998-06-20;Netherlands;Dennis Bergkamp;71;0;0;Netherlands;South Korea
1998-06-20;Netherlands;Pierre van Hooijdonk;80;0;0;Netherlands;South Korea
1998-06-20;Netherlands;Ronald de Boer;83;0;0;Netherlands;South Korea
1998-06-21;Argentina;Ariel Ortega;31;0;0;Argentina;Jamaica
1998-06-21;Argentina;Ariel Ortega;55;0;0;Argentina;Jamaica
1998-06-21;Argentina;Gabriel Batistuta;73;0;0;Argentina;Jamaica
1998-06-21;Argentina;Gabriel Batistuta;78;0;0;Argentina;Jamaica
1998-06-21;Argentina;Gabriel Batistuta;83;0;1;Argentina;Jamaica
1998-06-21;Serbia;Predrag Mijatovic;13;0;0;Germany;Serbia
1998-06-21;Serbia;Dragan Stojkovic;52;0;0;Germany;Serbia
1998-06-21;Germany;Sinisa Mihajlovic;72;1;0;Germany;Serbia
1998-06-21;Germany;Oliver Bierhoff;78;0;0;Germany;Serbia
1998-06-21;Iran;Hamid Estili;40;0;0;United States;Iran
1998-06-21;Iran;Mehdi Mahdavikia;84;0;0;United States;Iran
1998-06-21;United States;Brian McBride;87;0;0;United States;Iran
1998-06-22;Colombia;Leider Preciado;82;0;0;Colombia;Tunisia
1998-06-22;Romania;Viorel Moldovan;46;0;0;Romania;England
1998-06-22;England;Michael Owen;81;0;0;Romania;England
1998-06-22;Romania;Dan Petrescu;90;0;0;Romania;England
1998-06-23;Brazil;Bebeto;78;0;0;Brazil;Norway
1998-06-23;Norway;Tore Andre Flo;83;0;0;Brazil;Norway
1998-06-23;Norway;Kjetil Rekdal;89;0;1;Brazil;Norway
1998-06-23;Chile;Jose Luis Sierra;20;0;0;Chile;Cameroon
1998-06-23;Cameroon;Patrick M'Boma;56;0;0;Chile;Cameroon
1998-06-23;Italy;Christian Vieri;48;0;0;Italy;Austria
1998-06-23;Italy;Roberto Baggio;90;0;0;Italy;Austria
1998-06-23;Austria;Andreas Herzog;90;0;1;Italy;Austria
1998-06-23;Morocco;Salaheddine Bassir;23;0;0;Scotland;Morocco
1998-06-23;Morocco;Abdeljalil Hadda;46;0;0;Scotland;Morocco
1998-06-23;Morocco;Salaheddine Bassir;85;0;0;Scotland;Morocco
1998-06-24;France;Youri Djorkaeff;12;0;1;France;Denmark
1998-06-24;Denmark;Michael Laudrup;42;0;1;France;Denmark
1998-06-24;France;Emmanuel Petit;56;0;0;France;Denmark
1998-06-24;Paraguay;Celso Ayala;1;0;0;Nigeria;Paraguay
1998-06-24;Nigeria;Wilson Oruma;11;0;0;Nigeria;Paraguay
1998-06-24;Paraguay;Miguel Angel Benitez;58;0;0;Nigeria;Paraguay
1998-06-24;Paraguay;Jose Cardozo;86;0;0;Nigeria;Paraguay
1998-06-24;South Africa;Shaun Bartlett;18;0;0;South Africa;Saudi Arabia
1998-06-24;Saudi Arabia;Sami Al-Jaber;45;0;1;South Africa;Saudi Arabia
1998-06-24;Saudi Arabia;Yousuf Al-Thunayan;74;0;1;South Africa;Saudi Arabia
1998-06-24;South Africa;Shaun Bartlett;90;0;1;South Africa;Saudi Arabia
1998-06-24;Spain;Fernando Hierro;6;0;1;Spain;Bulgaria
1998-06-24;Spain;Luis Enrique;18;0;0;Spain;Bulgaria
1998-06-24;Spain;Fernando Morientes;55;0;0;Spain;Bulgaria
1998-06-24;Bulgaria;Emil Kostadinov;58;0;0;Spain;Bulgaria
1998-06-24;Spain;Fernando Morientes;81;0;0;Spain;Bulgaria
1998-06-24;Spain;Georgi Bachev;88;1;0;Spain;Bulgaria
1998-06-24;Spain;Kiko;90;0;0;Spain;Bulgaria
1998-06-25;Belgium;Luc Nilis;7;0;0;Belgium;South Korea
1998-06-25;South Korea;Yoo Sang-chul;72;0;0;Belgium;South Korea
1998-06-25;Germany;Oliver Bierhoff;50;0;0;Germany;Iran
1998-06-25;Germany;Jurgen Klinsmann;57;0;0;Germany;Iran
1998-06-25;Netherlands;Phillip Cocu;4;0;0;Netherlands;Mexico
1998-06-25;Netherlands;Ronald de Boer;18;0;0;Netherlands;Mexico
1998-06-25;Mexico;Ricardo Pelaez;75;0;0;Netherlands;Mexico
1998-06-25;Mexico;Luis Hernandez;90;0;0;Netherlands;Mexico
1998-06-25;Serbia;Slobodan Komljenovic;4;0;0;United States;Serbia
1998-06-26;Argentina;Mauricio Pineda;36;0;0;Argentina;Croatia
1998-06-26;England;Darren Anderton;20;0;0;Colombia;England
1998-06-26;England;David Beckham;29;0;0;Colombia;England
1998-06-26;Jamaica;Theodore Whitmore;39;0;0;Japan;Jamaica
1998-06-26;Jamaica;Theodore Whitmore;54;0;0;Japan;Jamaica
1998-06-26;Japan;Masashi Nakayama;74;0;0;Japan;Jamaica
1998-06-26;Tunisia;Skander Souayah;12;0;1;Romania;Tunisia
1998-06-26;Romania;Viorel Moldovan;71;0;0;Romania;Tunisia
1998-06-27;Brazil;Cesar Sampaio;11;0;0;Brazil;Chile
1998-06-27;Brazil;Cesar Sampaio;26;0;0;Brazil;Chile
1998-06-27;Brazil;Ronaldo;45;0;1;Brazil;Chile
1998-06-27;Chile;Marcelo Salas;70;0;0;Brazil;Chile
1998-06-27;Brazil;Ronaldo;72;0;0;Brazil;Chile
1998-06-27;Italy;Christian Vieri;18;0;0;Italy;Norway
1998-06-28;France;Laurent Blanc;114;0;0;France;Paraguay
1998-06-28;Denmark;Peter Moller;3;0;0;Nigeria;Denmark
1998-06-28;Denmark;Brian Laudrup;12;0;0;Nigeria;Denmark
1998-06-28;Denmark;Ebbe Sand;58;0;0;Nigeria;Denmark
1998-06-28;Denmark;Thomas Helveg;76;0;0;Nigeria;Denmark
1998-06-28;Nigeria;Tijani Babangida;77;0;0;Nigeria;Denmark
1998-06-29;Mexico;Luis Hernandez;47;0;0;Germany;Mexico
1998-06-29;Germany;Jurgen Klinsmann;74;0;0;Germany;Mexico
1998-06-29;Germany;Oliver Bierhoff;86;0;0;Germany;Mexico
1998-06-29;Netherlands;Dennis Bergkamp;38;0;0;Netherlands;Serbia
1998-06-29;Serbia;Slobodan Komljenovic;48;0;0;Netherlands;Serbia
1998-06-29;Netherlands;Edgar Davids;90;0;0;Netherlands;Serbia
1998-06-30;Argentina;Gabriel Batistuta;5;0;1;Argentina;England
1998-06-30;England;Alan Shearer;9;0;1;Argentina;England
1998-06-30;England;Michael Owen;16;0;0;Argentina;England
1998-06-30;Argentina;Javier Zanetti;45;0;0;Argentina;England
1998-06-30;Croatia;Davor Suker;45;0;1;Romania;Croatia
1998-07-03;Denmark;Martin Jorgensen;2;0;0;Brazil;Denmark
1998-07-03;Brazil;Bebeto;10;0;0;Brazil;Denmark
1998-07-03;Brazil;Rivaldo;25;0;0;Brazil;Denmark
1998-07-03;Denmark;Brian Laudrup;50;0;0;Brazil;Denmark
1998-07-03;Brazil;Rivaldo;59;0;0;Brazil;Denmark
1998-07-04;Croatia;Robert Jarni;45;0;0;Germany;Croatia
1998-07-04;Croatia;Goran Vlaovic;80;0;0;Germany;Croatia
1998-07-04;Croatia;Davor Suker;85;0;0;Germany;Croatia
1998-07-04;Netherlands;Patrick Kluivert;12;0;0;Netherlands;Argentina
1998-07-04;Argentina;Claudio Lopez;17;0;0;Netherlands;Argentina
1998-07-04;Netherlands;Dennis Bergkamp;90;0;0;Netherlands;Argentina
1998-07-07;Brazil;Ronaldo;46;0;0;Brazil;Netherlands
1998-07-07;Netherlands;Patrick Kluivert;87;0;0;Brazil;Netherlands
1998-07-08;Croatia;Davor Suker;46;0;0;France;Croatia
1998-07-08;France;Lilian Thuram;47;0;0;France;Croatia
1998-07-08;France;Lilian Thuram;70;0;0;France;Croatia
1998-07-11;Croatia;Robert Prosinecki;14;0;0;Netherlands;Croatia
1998-07-11;Netherlands;Boudewijn Zenden;22;0;0;Netherlands;Croatia
1998-07-11;Croatia;Davor Suker;36;0;0;Netherlands;Croatia
1998-07-12;France;Zinedine Zidane;27;0;0;France;Brazil
1998-07-12;France;Zinedine Zidane;45;0;0;France;Brazil
1998-07-12;France;Emmanuel Petit;90;0;0;France;Brazil
1998-08-19;Bosnia and Herzegovina;Elvir Baljic;65;0;0;Bosnia and Herzegovina;Faroe Islands
1998-09-02;Romania;Gheorghe Popescu;18;0;0;Romania;Liechtenstein
1998-09-02;Romania;Cătălin Munteanu;30;0;0;Romania;Liechtenstein
1998-09-02;Romania;Adrian Ilie;32;0;0;Romania;Liechtenstein
1998-09-02;Romania;Adrian Ilie;45;0;0;Romania;Liechtenstein
1998-09-02;Romania;Adrian Ilie;53;0;0;Romania;Liechtenstein
1998-09-02;Romania;Viorel Moldovan;56;0;0;Romania;Liechtenstein
1998-09-02;Romania;Modestus Haas;60;1;0;Romania;Liechtenstein
1998-09-05;Armenia;Garnik Avalyan;40;0;0;Armenia;Andorra
1998-09-05;Armenia;Tigran Yesayan;71;0;0;Armenia;Andorra
1998-09-05;Andorra;Jesus Julian Lucendo;85;0;1;Armenia;Andorra
1998-09-05;Armenia;Tigran Yesayan;90;0;0;Armenia;Andorra
1998-09-05;Austria;Hannes Reinmayr;7;0;0;Austria;Israel
1998-09-05;Israel;Avi Nimni;68;0;1;Austria;Israel
1998-09-05;Estonia;Mirsad Hibic;29;1;0;Bosnia and Herzegovina;Estonia
1998-09-05;Bosnia and Herzegovina;Sergej Barbarez;74;0;1;Bosnia and Herzegovina;Estonia
1998-09-05;Cyprus;Panayiotis Engomitis;43;0;0;Cyprus;Spain
1998-09-05;Cyprus;Sinisa Gogic;49;0;0;Cyprus;Spain
1998-09-05;Spain;Raul;73;0;0;Cyprus;Spain
1998-09-05;Cyprus;Milenko Spoljaric;77;0;0;Cyprus;Spain
1998-09-05;Spain;Fernando Morientes;90;0;0;Cyprus;Spain
1998-09-05;Finland;Joonas Kolkka;8;0;0;Finland;Moldova
1998-09-05;Moldova;Igor Oprea;10;0;0;Finland;Moldova
1998-09-05;Moldova;Igor Oprea;12;0;0;Finland;Moldova
1998-09-05;Finland;Jonatan Johansson;44;0;0;Finland;Moldova
1998-09-05;Finland;Mixu Paatelainen;63;0;0;Finland;Moldova
1998-09-05;Georgia;Archil Arveladze;66;0;0;Georgia;Albania
1998-09-05;Iceland;Rikhardur Dadason;32;0;0;Iceland;France
1998-09-05;France;Christophe Dugarry;35;0;0;Iceland;France
1998-09-05;Republic of Ireland;Denis Irwin;4;0;1;Republic of Ireland;Croatia
1998-09-05;Republic of Ireland;Roy Keane;16;0;0;Republic of Ireland;Croatia
1998-09-05;Slovakia;Martin Fabus;17;0;0;Slovakia;Azerbaijan
1998-09-05;Slovakia;Peter Dubovsky;26;0;1;Slovakia;Azerbaijan
1998-09-05;Slovakia;Ľubomir Moravcik;37;0;0;Slovakia;Azerbaijan
1998-09-05;England;Alan Shearer;1;0;0;Sweden;England
1998-09-05;Sweden;Andreas Andersson;30;0;0;Sweden;England
1998-09-05;Sweden;Johan Mjallby;32;0;0;Sweden;England
1998-09-05;Turkey;Oktay Derelioğlu;18;0;0;Turkey;Northern Ireland
1998-09-05;Turkey;Tayfur Havutcu;50;0;0;Turkey;Northern Ireland
1998-09-05;Turkey;Oktay Derelioğlu;58;0;0;Turkey;Northern Ireland
1998-09-05;Ukraine;Serhiy Popov;14;0;0;Ukraine;Russia
1998-09-05;Ukraine;Serhiy Skachenko;24;0;0;Ukraine;Russia
1998-09-05;Russia;Yevgeni Varlamov;67;0;0;Ukraine;Russia
1998-09-05;Ukraine;Serhii Rebrov;74;0;1;Ukraine;Russia
1998-09-05;Russia;Viktor Onopko;88;0;0;Ukraine;Russia
1998-09-05;Italy;Diego Fuser;19;0;0;Wales;Italy
1998-09-05;Italy;Christian Vieri;77;0;0;Wales;Italy
1998-09-06;Poland;Sylwester Czereszewski;19;0;0;Bulgaria;Poland
1998-09-06;Poland;Sylwester Czereszewski;44;0;0;Bulgaria;Poland
1998-09-06;Poland;Tomasz Iwan;48;0;0;Bulgaria;Poland
1998-09-06;Czech Republic;Vladimir Smicer;87;0;0;Faroe Islands;Czech Republic
1998-09-06;Slovenia;Zlatko Zahovic;18;0;0;Greece;Slovenia
1998-09-06;Greece;Nikos Machlas;55;0;1;Greece;Slovenia
1998-09-06;Greece;Kostas Frantzeskos;58;0;0;Greece;Slovenia
1998-09-06;Slovenia;Zlatko Zahovic;72;0;0;Greece;Slovenia
1998-09-06;Hungary;Ferenc Horvath;32;0;0;Hungary;Portugal
1998-09-06;Portugal;Ricardo Sa Pinto;56;0;0;Hungary;Portugal
1998-09-06;Portugal;Ricardo Sa Pinto;76;0;0;Hungary;Portugal
1998-09-06;Portugal;Rui Costa;84;0;0;Hungary;Portugal
1998-09-06;North Macedonia;Risto Bozinov;20;0;0;North Macedonia;Malta
1998-09-06;North Macedonia;Risto Bozinov;47;0;0;North Macedonia;Malta
1998-09-06;North Macedonia;Artim Sakiri;70;0;0;North Macedonia;Malta
1998-09-06;North Macedonia;Artim Sakiri;76;0;0;North Macedonia;Malta
1998-09-06;Latvia;Marians Pahars;11;0;0;Norway;Latvia
1998-09-06;Norway;Ståle Solbakken;17;0;0;Norway;Latvia
1998-09-06;Latvia;Andrejs Stolcers;53;0;0;Norway;Latvia
1998-09-06;Latvia;Mihails Zemļinskis;64;0;0;Norway;Latvia
1998-09-25;Australia;Damian Mori;2;0;0;Australia;Fiji
1998-09-25;Australia;Damian Mori;25;0;0;Australia;Fiji
1998-09-25;Australia;Damian Mori;44;0;0;Australia;Fiji
1998-09-25;Fiji;Esala Masi;62;0;0;Australia;Fiji
1998-09-25;New Zealand;Heimana Paama;13;1;0;New Zealand;Tahiti
1998-09-28;Australia;Paul Trimboli;1;0;0;Australia;Cook Islands
1998-09-28;Australia;Damian Mori;8;0;0;Australia;Cook Islands
1998-09-28;Australia;Paul Trimboli;12;0;0;Australia;Cook Islands
1998-09-28;Australia;Damian Mori;15;0;0;Australia;Cook Islands
1998-09-28;Australia;Brad Maloney;17;0;0;Australia;Cook Islands
1998-09-28;Australia;Damian Mori;30;0;0;Australia;Cook Islands
1998-09-28;Australia;Damian Mori;34;0;0;Australia;Cook Islands
1998-09-28;Australia;Alvin Ceccoli;42;0;0;Australia;Cook Islands
1998-09-28;Australia;Kris Trajanovski;48;0;0;Australia;Cook Islands
1998-09-28;Australia;Paul Trimboli;63;0;0;Australia;Cook Islands
1998-09-28;Australia;Scott Chipperfield;66;0;0;Australia;Cook Islands
1998-09-28;Australia;Kris Trajanovski;68;0;0;Australia;Cook Islands
1998-09-28;Australia;Kris Trajanovski;76;0;1;Australia;Cook Islands
1998-09-28;Australia;Troy Halpin;80;0;0;Australia;Cook Islands
1998-09-28;Australia;Kris Trajanovski;88;0;0;Australia;Cook Islands
1998-09-28;Australia;Brad Maloney;89;0;0;Australia;Cook Islands
1998-09-28;New Zealand;Tinol Christie;1;0;0;New Zealand;Vanuatu
1998-09-28;New Zealand;Vaughan Coveny;11;0;0;New Zealand;Vanuatu
1998-09-28;New Zealand;Vaughan Coveny;25;0;0;New Zealand;Vanuatu
1998-09-28;New Zealand;Rupert Ryan;34;0;0;New Zealand;Vanuatu
1998-09-28;New Zealand;Vaughan Coveny;39;0;0;New Zealand;Vanuatu
1998-09-28;New Zealand;Vaughan Coveny;40;0;0;New Zealand;Vanuatu
1998-09-28;Vanuatu;Peter Roronamahava;45;0;0;New Zealand;Vanuatu
1998-09-28;New Zealand;Rupert Ryan;65;0;0;New Zealand;Vanuatu
1998-09-28;New Zealand;Che Bunce;65;0;0;New Zealand;Vanuatu
1998-09-30;Fiji;Heath Dickinson;18;1;0;Fiji;Cook Islands
1998-09-30;Fiji;Kameli Kilalwaca;54;0;0;Fiji;Cook Islands
1998-09-30;Fiji;Nasema;85;0;0;Fiji;Cook Islands
1998-09-30;Tahiti;Gerald Quennet;9;0;0;Tahiti;Vanuatu
1998-09-30;Tahiti;Gerald Quennet;10;0;0;Tahiti;Vanuatu
1998-09-30;Tahiti;Teva Zaveroni;54;0;0;Tahiti;Vanuatu
1998-09-30;Tahiti;Gerald Quennet;74;0;0;Tahiti;Vanuatu
1998-09-30;Tahiti;Harold Amaru;75;0;0;Tahiti;Vanuatu
1998-09-30;Vanuatu;Edwin Rarai;82;0;0;Tahiti;Vanuatu
1998-10-02;Australia;Damian Mori;1;0;0;Australia;Tahiti
1998-10-02;Australia;Damian Mori;32;0;0;Australia;Tahiti
1998-10-02;Tahiti;Hiro Labaste;55;0;0;Australia;Tahiti
1998-10-02;Australia;Damian Mori;81;0;0;Australia;Tahiti
1998-10-02;Australia;Carl Veart;86;0;0;Australia;Tahiti
1998-10-02;New Zealand;Danny Hay;88;0;0;New Zealand;Fiji
1998-10-04;New Zealand;Mark Burton;24;0;0;Australia;New Zealand
1998-10-04;Fiji;Esala Masi;26;0;0;Tahiti;Fiji
1998-10-04;Fiji;Shailend Lal;28;0;0;Tahiti;Fiji
1998-10-04;Fiji;Esala Masi;31;0;0;Tahiti;Fiji
1998-10-04;Fiji;Ulaisi Seruvatu;43;0;0;Tahiti;Fiji
1998-10-04;Tahiti;Jean-Loup Rousseau;81;0;0;Tahiti;Fiji
1998-10-04;Tahiti;Jean-Loup Rousseau;82;0;0;Tahiti;Fiji
1998-10-10;Ukraine;Vitaliy Kosovskyi;32;0;0;Andorra;Ukraine
1998-10-10;Ukraine;Serhii Rebrov;44;0;0;Andorra;Ukraine
1998-10-10;Hungary;Pal Dardai;59;0;0;Azerbaijan;Hungary
1998-10-10;Hungary;Bela Illes;85;0;1;Azerbaijan;Hungary
1998-10-10;Hungary;Istvan Pisont;88;0;0;Azerbaijan;Hungary
1998-10-10;Hungary;Miklos Feher;90;0;0;Azerbaijan;Hungary
1998-10-10;Czech Republic;Miroslav Baranek;12;0;0;Bosnia and Herzegovina;Czech Republic
1998-10-10;Czech Republic;Vladimir Smicer;58;0;0;Bosnia and Herzegovina;Czech Republic
1998-10-10;Bosnia and Herzegovina;Marko Topic;87;0;0;Bosnia and Herzegovina;Czech Republic
1998-10-10;Czech Republic;Pavel Kuka;90;0;0;Bosnia and Herzegovina;Czech Republic
1998-10-10;Austria;Harald Cerny;55;0;0;Cyprus;Austria
1998-10-10;Austria;Harald Cerny;61;0;0;Cyprus;Austria
1998-10-10;Austria;Hannes Reinmayr;74;0;0;Cyprus;Austria
1998-10-10;Denmark;Soren Frederiksen;58;0;0;Denmark;Wales
1998-10-10;Wales;Ady Williams;59;0;0;Denmark;Wales
1998-10-10;Wales;Craig Bellamy;86;0;0;Denmark;Wales
1998-10-10;Italy;Alessandro Del Piero;19;0;0;Italy;Switzerland
1998-10-10;Italy;Alessandro Del Piero;61;0;0;Italy;Switzerland
1998-10-10;Latvia;Andrejs Stolcers;2;0;0;Latvia;Georgia
1998-10-10;Slovakia;Miroslav Sovic;3;0;0;Liechtenstein;Slovakia
1998-10-10;Slovakia;Peter Dubovsky;13;0;0;Liechtenstein;Slovakia
1998-10-10;Slovakia;Robert Tomaschek;36;0;0;Liechtenstein;Slovakia
1998-10-10;Slovakia;Robert Tomaschek;61;0;0;Liechtenstein;Slovakia
1998-10-10;Malta;Hubert Suda;29;0;1;Malta;Croatia
1998-10-10;Croatia;Dario Simic;54;0;0;Malta;Croatia
1998-10-10;Croatia;Davor Vugrinec;67;0;0;Malta;Croatia
1998-10-10;Croatia;Davor Vugrinec;74;0;0;Malta;Croatia
1998-10-10;Croatia;Davor Suker;82;0;0;Malta;Croatia
1998-10-10;Northern Ireland;Keith Rowland;36;0;0;Northern Ireland;Finland
